"PM2.5","PM10","SO2","NO2","O3"
78,78,2,92,5
42,42,2,54,40
117,117,2,63,19
92,92,2,26,43
54,54,2,15,96
70,70,2,23,83
79,79,2,28,81
68,68,2,21,98
53,67,2,93,2
62,62,2,31,104
127,127,2,47,61
80,107,18,29,90
3,10,2,18,55
122,122,2,55,71
87,114,18,36,74
46,46,2,31,96
34,34,2,38,81
58,58,2,39,90
108,108,2,50,14
50,53,2,51,77
63,63,2,44,78
112,112,2,43,85
28,28,2,45,78
7,10,2,19,45
77,77,2,45,71
95,95,2,49,24
89,89,2,42,25
63,63,2,18,113
102,102,2,40,26
54,54,2,34,74
37,37,2,24,98
37,75,2,67,2
35,35,2,39,78
98,98,2,33,91
71,94,17,26,105
41,82,3,74,6
96,115,23,43,134
114,114,2,36,163
80,145,24,26,255
125,125,2,31,190
56,69,2,45,120
75,113,16,48,95
93,154,28,35,255
60,71,4,41,71
156,156,2,50,62
53,94,8,60,75
43,92,2,20,112
55,55,2,65,14
130,130,2,56,55
26,26,2,24,112
91,91,2,69,25
86,86,4,26,125
113,113,2,39,85
54,54,2,42,38
110,110,2,58,44
61,61,2,46,66
48,48,2,38,45
147,147,2,74,50
41,53,2,54,70
85,85,9,51,153
75,85,7,39,137
63,63,2,34,143
49,49,2,24,173
43,89,2,28,193
54,95,4,20,231
9,9,2,23,73
124,124,2,37,43
7,7,2,26,53
50,50,2,66,24
27,27,2,22,127
25,25,2,65,7
32,37,2,62,4
13,20,2,37,40
123,123,2,35,131
47,52,2,79,21
9,28,2,12,81
3,14,2,7,111
16,34,2,28,105
9,11,2,6,129
79,97,2,34,155
13,70,2,24,165
48,53,2,32,106
53,82,2,36,117
33,99,2,38,196
26,59,2,28,169
34,55,2,29,174
12,12,2,22,56
23,41,2,40,128
47,47,2,62,42
53,53,2,74,14
28,59,2,67,45
10,10,2,38,50
39,64,2,66,23
21,24,2,70,5
25,25,2,22,73
3,9,2,22,58
70,74,7,49,56
64,64,2,44,9
63,85,10,42,74
39,41,4,44,53
27,46,3,32,150
71,71,11,15,227
110,110,2,27,247
20,20,2,10,182
39,39,2,13,198
19,36,2,25,173
14,14,2,19,135
128,128,2,26,267
18,25,2,27,119
139,139,4,47,76
81,93,7,33,255
72,75,2,63,53
21,27,3,48,30
51,76,5,44,126
104,111,18,67,48
41,53,4,54,29
174,174,9,34,119
79,79,8,49,58
121,121,3,50,30
104,118,2,73,15
170,170,4,54,63
73,83,9,48,67
93,110,24,58,76
111,111,4,35,193
104,104,12,20,200
106,157,3,31,213
97,97,8,29,128
17,17,2,13,118
26,33,4,31,144
71,71,7,23,232
86,86,7,36,221
74,74,4,29,159
16,24,2,27,69
50,50,5,34,118
101,116,8,38,166
83,83,5,41,33
79,79,4,34,24
112,112,4,44,78
80,104,11,77,30
59,59,3,54,13
99,99,2,51,112
116,118,3,65,41
94,94,2,72,36
90,90,8,37,85
104,123,6,114,4
101,101,12,100,16
87,108,12,84,38
106,106,10,34,191
113,113,12,25,174
118,118,14,37,132
114,114,11,19,222
81,82,28,31,161
96,96,6,23,225
80,86,21,25,193
119,119,2,32,275
124,124,9,21,231
86,86,27,37,121
133,133,15,43,94
103,105,15,47,64
53,53,7,45,78
55,77,7,47,68
63,102,9,56,54
119,119,5,24,72
63,63,5,32,35
59,59,5,29,38
118,118,3,25,57
127,127,2,28,53
122,122,2,38,34
106,106,14,35,79
33,37,7,33,88
79,93,11,25,145
71,71,6,28,110
71,78,6,31,150
65,65,5,29,129
53,68,3,31,217
46,64,3,25,224
73,73,4,18,228
75,80,4,21,245
74,81,4,23,253
133,165,6,26,257
91,92,5,36,239
82,87,5,29,246
93,106,6,37,229
78,118,6,42,181
111,111,10,40,200
101,101,10,40,164
100,100,8,31,84
140,140,7,46,37
108,108,11,39,55
128,130,10,54,54
46,63,5,42,65
48,53,6,42,66
58,91,6,60,38
67,120,9,109,9
74,128,11,104,34
84,132,10,92,75
91,106,8,68,139
85,85,6,25,221
80,80,4,18,238
74,74,4,18,238
64,64,3,15,218
48,56,3,16,212
46,58,3,16,219
41,56,3,22,219
79,79,5,20,226
82,87,5,26,202
63,108,4,40,199
107,108,8,35,216
87,87,8,34,156
84,148,7,49,146
74,74,10,39,121
93,99,16,28,123
94,96,14,31,111
142,142,4,52,16
45,53,6,43,69
145,158,5,68,21
117,117,7,34,50
54,54,8,40,91
118,118,17,40,106
115,115,15,39,78
123,123,19,34,159
133,133,17,27,218
125,125,8,15,251
128,128,12,19,253
121,121,7,16,254
120,127,5,17,262
126,126,5,18,267
124,124,5,22,257
74,80,4,25,246
114,114,10,31,233
93,93,11,35,188
85,98,13,41,147
79,101,11,44,119
84,84,14,44,50
76,93,6,41,68
76,76,8,38,33
67,67,6,39,26
113,113,8,31,70
63,63,4,25,40
128,128,6,29,65
59,59,5,35,40
58,77,7,64,23
82,82,11,41,36
71,91,9,52,85
65,65,8,37,118
108,115,15,45,90
120,129,15,42,136
48,81,10,95,32
132,132,10,26,224
24,37,5,31,139
105,105,8,36,168
95,114,4,27,210
20,48,3,32,126
113,113,10,18,244
98,98,7,38,59
30,30,3,46,65
91,93,2,32,205
88,88,4,32,119
65,101,12,42,94
27,32,6,47,58
67,67,5,50,20
70,70,4,38,34
273,273,4,32,85
175,175,6,47,89
92,92,2,49,129
153,153,11,36,137
44,104,6,98,8
83,83,2,29,229
80,80,16,18,211
112,112,6,18,228
124,124,7,32,201
116,116,5,22,234
69,69,2,16,211
76,76,2,14,213
59,59,4,14,185
71,71,2,23,182
21,25,2,17,179
77,77,2,26,174
13,13,2,5,135
101,123,2,39,139
91,108,2,37,111
73,73,2,29,96
35,48,2,40,103
84,84,2,28,74
101,101,2,36,59
113,113,2,32,58
54,54,3,41,100
8,8,2,19,56
135,135,2,40,42
134,134,3,44,52
21,40,2,38,159
128,128,2,18,173
15,15,2,10,177
80,80,2,13,210
75,75,5,21,189
46,46,3,11,176
50,50,4,15,202
47,47,3,12,195
33,33,4,10,169
90,116,3,42,331
48,48,4,19,182
53,65,2,32,262
37,66,3,37,130
10,10,2,6,140
8,8,2,8,140
39,51,2,24,105
13,13,2,15,129
91,91,2,35,175
98,98,10,47,49
44,44,2,37,77
110,110,2,59,75
119,119,2,51,75
69,73,4,30,76
104,117,10,59,43
71,86,3,35,190
146,146,2,24,190
89,89,10,16,151
124,134,2,28,230
97,97,10,14,177
78,78,9,13,175
99,99,8,14,205
92,92,6,14,200
88,96,5,18,201
70,73,4,15,191
93,98,5,25,193
69,95,3,34,142
79,79,5,27,165
71,73,2,39,124
51,69,3,35,95
65,65,3,39,104
57,57,10,21,95
52,52,6,27,94
58,63,9,23,84
54,61,9,22,88
64,72,9,33,64
65,65,9,26,73
65,78,9,48,52
73,98,9,72,24
33,33,2,23,63
122,122,2,62,52
11,11,2,27,74
54,66,2,88,3
10,10,2,26,64
21,21,2,41,43
22,22,2,23,58
110,110,2,103,3
66,66,2,44,107
150,150,2,126,27
3,19,2,22,109
26,33,2,44,54
41,41,2,49,28
16,24,2,45,49
44,44,2,45,37
9,9,2,38,45
69,84,3,23,177
32,32,2,29,86
46,61,2,63,19
35,35,2,35,83
32,32,2,34,70
50,53,5,58,83
20,29,3,54,16
18,21,2,19,62
39,61,4,35,173
16,33,2,31,80
24,48,2,50,120
14,14,2,10,143
17,17,2,10,166
13,13,2,10,175
24,24,2,11,185
22,22,2,13,186
19,32,2,25,178
18,24,2,17,184
127,127,5,41,161
24,34,2,44,144
60,60,3,34,206
83,83,4,43,189
100,100,5,21,215
41,71,8,52,110
73,76,2,53,91
124,124,2,38,219
85,95,8,32,197
26,29,3,46,59
56,59,6,54,22
34,110,6,84,21
102,103,2,42,173
130,130,10,35,158
40,40,10,73,71
135,135,11,31,198
26,40,8,51,98
22,22,7,34,121
26,44,6,29,162
115,115,7,19,225
31,58,3,53,114
68,70,7,21,218
36,36,7,37,113
93,93,7,35,206
46,55,4,46,130
38,82,2,34,132
51,51,2,36,66
70,71,4,113,2
55,78,2,65,7
65,107,2,35,104
77,77,2,22,57
88,88,2,26,50
59,59,2,24,57
67,67,2,34,36
45,54,2,66,11
77,77,2,28,54
24,24,2,46,54
53,81,2,75,5
20,20,2,36,63
24,31,2,56,7
43,43,2,35,78
7,7,2,27,53
6,14,2,30,52
58,58,2,38,54
32,33,2,38,43
40,40,2,30,87
34,37,2,51,63
31,31,2,49,64
33,33,2,31,69
37,37,2,45,61
32,32,2,41,65
36,36,2,59,51
49,49,2,32,48
34,34,2,39,57
33,33,2,30,61
35,35,2,27,55
30,30,2,35,47
33,33,2,36,54
29,29,2,30,55
30,51,2,42,47
13,14,2,74,5
15,22,2,54,37
29,29,2,28,48
21,21,2,31,80
13,13,2,30,60
49,49,4,48,96
59,59,2,71,12
45,45,2,32,81
37,44,2,34,68
49,60,2,58,28
127,127,2,35,48
56,56,2,42,24
24,43,2,54,73
33,67,2,73,27
51,57,5,69,50
48,55,5,63,49
4,11,2,25,50
45,49,5,93,28
53,72,4,102,10
56,93,2,96,2
50,78,3,106,2
52,62,2,79,3
57,57,2,91,2
55,73,2,71,8
100,100,2,25,50
198,198,3,30,59
179,179,5,35,55
95,98,8,39,141
104,119,7,27,225
107,113,3,33,172
26,26,5,36,86
104,104,7,17,238
130,130,2,30,254
110,110,2,32,271
83,88,2,31,210
40,40,5,38,78
94,105,4,45,146
132,151,2,102,61
152,152,10,41,65
106,114,2,46,149
72,72,3,36,17
95,95,2,75,86
113,113,2,70,100
90,90,2,73,18
163,163,2,59,10
162,162,2,54,17
65,103,2,63,14
88,113,5,55,41
101,101,2,54,124
93,93,12,48,122
56,110,7,101,10
101,101,7,32,159
98,98,6,40,94
142,142,2,101,55
102,102,2,69,106
236,236,4,44,74
120,120,2,70,75
92,103,2,23,140
129,129,2,83,82
71,71,4,68,76
81,81,3,89,7
257,257,3,32,66
103,103,2,64,42
102,102,4,49,38
56,58,3,74,36
70,76,8,55,49
97,97,2,72,31
153,153,3,50,34
97,97,8,40,74
133,133,2,81,9
101,106,6,79,35
58,58,4,68,57
69,69,2,43,67
108,108,2,52,42
103,103,2,68,32
161,161,2,54,21
109,109,2,54,46
100,100,2,50,49
113,113,2,57,44
100,100,2,44,60
97,97,2,64,23
230,230,3,32,57
97,97,2,46,46
102,102,2,37,52
57,57,2,46,62
95,95,2,34,32
61,61,2,32,54
33,33,2,22,52
31,31,2,18,67
64,64,2,25,65
56,56,2,31,45
34,34,2,33,85
33,33,2,31,62
24,24,2,29,54
24,24,2,62,18
3,6,2,17,44
3,5,2,31,53
3,5,2,24,56
7,7,2,16,59
10,10,2,17,61
11,11,2,19,60
5,5,2,32,51
10,10,2,21,58
6,6,2,16,46
7,7,2,35,36
6,6,2,32,41
6,6,2,33,40
28,28,2,19,57
4,5,2,28,47
6,6,2,16,46
7,7,2,18,44
3,5,2,28,51
10,10,2,28,37
5,5,2,20,41
8,8,2,18,44
8,8,2,31,33
62,62,2,52,25
69,69,2,52,18
45,45,2,53,36
15,15,2,23,83
36,36,2,40,42
48,48,2,45,50
106,106,2,95,7
47,47,2,40,57
45,45,2,34,68
41,41,2,34,65
49,49,2,45,54
31,31,2,45,46
15,15,2,42,32
64,64,2,63,8
66,66,2,62,3
66,66,2,64,2
27,27,2,47,46
71,71,2,56,18
76,76,2,69,9
68,68,2,65,8
12,12,2,41,27
70,70,2,62,10
21,21,2,30,102
25,27,2,44,50
105,105,2,97,2
80,80,4,31,66
83,83,2,33,138
38,62,2,38,96
185,185,2,46,171
53,53,2,32,134
67,67,2,27,174
68,68,2,31,179
74,74,2,30,171
99,99,2,37,184
62,62,2,33,159
55,55,2,45,107
8,8,2,16,111
87,87,8,33,59
84,84,6,29,66
96,96,2,53,91
117,117,2,49,67
62,92,4,44,45
110,110,2,109,12
39,43,2,40,47
108,108,2,98,3
13,13,2,26,88
12,12,2,22,95
38,38,2,40,51
69,69,7,26,83
46,63,2,43,128
142,142,2,42,180
157,157,2,29,193
172,172,2,23,179
179,179,2,24,204
174,174,2,25,209
50,50,2,23,187
162,162,2,29,207
20,20,2,36,107
46,53,4,23,95
50,50,2,89,9
13,13,2,15,125
52,52,2,44,31
32,32,2,50,53
59,67,2,80,2
42,42,2,54,50
45,45,2,48,42
53,53,2,49,20
6,6,2,42,50
51,52,5,55,88
43,43,2,80,11
12,14,2,27,50
63,63,2,64,54
41,57,3,42,147
21,21,3,26,85
82,98,2,26,162
95,95,2,24,210
136,136,2,25,218
127,127,2,27,280
26,31,4,16,185
27,68,2,39,182
141,141,4,46,115
89,89,2,27,147
46,48,2,43,102
29,41,5,41,51
61,61,2,65,45
38,38,3,35,134
29,29,2,22,83
56,56,2,62,46
25,43,2,50,95
7,7,2,20,61
50,50,5,51,88
30,40,2,45,42
42,42,2,97,4
45,45,2,45,26
77,77,2,67,18
35,35,2,53,26
130,130,2,120,11
47,63,2,50,64
94,94,2,38,100
30,30,2,21,126
24,24,2,18,139
53,53,2,27,163
26,26,2,28,117
116,116,13,38,102
139,139,2,63,122
79,79,2,29,153
35,35,2,31,78
27,39,2,38,80
28,44,2,41,147
52,52,2,69,40
35,47,2,43,54
48,48,2,64,25
12,19,2,33,48
36,36,2,34,66
35,35,2,37,56
52,52,5,66,47
10,13,2,31,47
11,13,2,28,57
49,58,2,55,67
38,75,3,41,161
8,34,2,11,96
26,26,3,22,172
23,35,3,14,183
19,22,2,15,152
17,19,2,16,165
75,75,2,15,202
19,21,2,15,157
49,64,2,27,211
10,13,2,7,138
37,61,2,39,171
36,47,2,39,115
38,63,2,35,148
75,75,2,26,86
48,63,2,40,94
59,71,2,40,82
57,69,2,41,69
59,86,2,87,2
67,67,2,45,56
24,24,2,26,59
15,17,2,63,16
58,58,3,39,98
47,54,2,39,79
45,55,2,36,93
57,76,2,38,117
48,69,2,31,164
14,17,2,16,152
45,56,4,25,163
54,54,4,15,202
70,79,2,24,258
57,81,2,19,218
94,122,2,25,220
102,102,10,18,135
27,33,2,38,46
7,7,2,32,46
31,31,2,47,62
56,56,2,59,27
8,19,2,41,79
23,23,2,48,56
9,10,2,42,28
26,26,2,22,54
20,20,2,49,38
24,24,2,54,27
21,24,2,54,27
23,23,2,42,38
12,12,2,32,72
101,101,2,59,47
39,39,2,47,61
42,57,2,47,92
181,181,2,37,209
111,114,13,58,60
73,85,3,24,233
56,77,4,40,190
118,118,2,24,156
80,80,3,33,103
56,71,2,32,162
65,68,3,14,176
52,65,19,25,201
67,67,3,15,192
101,101,9,30,56
19,19,2,9,109
34,56,5,34,173
53,76,5,42,81
5,18,2,21,88
43,43,9,51,112
116,116,2,41,49
172,172,3,55,40
70,70,2,62,5
161,161,2,41,77
16,16,2,24,58
61,61,2,48,13
18,21,2,18,56
145,145,2,35,97
55,66,2,36,41
55,81,2,41,111
40,40,2,21,91
11,12,2,15,111
127,127,6,39,201
73,73,2,19,186
128,128,7,31,263
52,52,2,15,189
21,21,2,6,166
34,50,2,20,172
98,98,2,20,239
24,30,2,20,157
39,53,2,28,133
34,46,2,26,125
61,65,4,20,119
38,56,2,33,114
66,76,2,36,100
74,91,4,81,40
135,135,2,33,117
53,73,2,35,53
101,101,2,33,68
61,61,2,42,17
63,63,2,45,18
44,56,8,62,81
125,125,2,30,127
74,75,2,37,69
6,7,2,7,123
25,35,3,13,170
63,88,3,31,322
35,35,2,9,202
30,30,2,9,213
34,70,2,16,263
128,128,3,21,268
52,78,2,21,259
45,60,3,26,293
98,98,3,27,201
31,49,4,21,184
50,68,4,29,238
47,63,4,34,201
48,63,2,32,56
35,54,4,30,149
63,63,3,53,43
56,56,4,55,32
73,75,2,33,99
86,86,4,66,78
138,138,3,67,24
66,66,12,68,70
19,29,2,21,126
118,118,10,59,64
43,49,5,15,83
13,13,2,7,127
133,140,7,46,135
40,40,3,11,148
37,37,2,24,178
86,107,3,36,390
64,64,3,29,333
134,134,4,24,284
17,34,2,16,164
14,14,2,5,134
105,105,3,27,185
47,55,2,35,110
62,62,6,17,81
65,77,3,60,61
84,84,2,28,110
101,101,2,45,53
34,59,2,59,36
10,10,2,15,91
43,43,2,29,39
20,61,2,62,66
59,59,3,21,49
20,42,3,51,92
17,37,2,33,116
110,110,9,46,65
40,54,4,35,122
18,18,3,15,105
49,49,4,12,115
42,42,4,12,130
19,22,2,12,161
37,37,2,10,161
88,101,10,29,77
53,53,2,23,231
38,39,2,20,255
51,68,16,38,160
22,30,2,21,152
28,28,12,31,84
91,91,3,24,114
91,91,4,53,46
94,94,3,34,84
3,16,2,15,91
74,74,2,22,83
37,66,2,39,145
103,103,2,38,37
106,106,2,38,40
12,31,2,27,50
102,102,3,52,23
50,93,5,53,118
162,162,5,57,37
71,71,2,29,81
9,15,2,16,165
66,89,7,20,216
29,38,7,23,66
32,36,2,27,184
105,105,2,16,166
112,112,2,17,168
72,82,9,39,149
97,97,2,15,183
91,91,2,21,150
96,97,2,21,136
100,100,2,22,127
106,106,2,22,120
25,48,2,30,15
74,74,5,51,36
25,31,2,46,10
24,24,2,39,23
28,28,2,22,57
74,141,6,82,2
18,33,3,34,13
24,24,2,10,93
65,75,2,70,54
71,73,2,95,6
42,46,2,40,75
48,89,4,87,8
141,141,2,88,2
73,78,2,26,144
89,89,2,21,156
47,76,2,30,169
96,96,2,22,217
63,76,2,19,180
10,29,2,8,139
47,66,13,18,217
96,96,3,28,175
26,39,2,25,113
32,40,2,36,87
41,46,2,40,113
50,50,4,28,51
22,51,2,66,81
73,82,2,49,2
89,89,3,29,87
67,67,2,63,3
11,11,2,20,83
55,55,2,34,24
55,86,4,82,2
68,68,2,61,6
84,84,14,36,123
80,80,5,27,30
65,92,2,42,120
12,12,2,6,100
54,70,2,26,240
15,15,2,5,152
23,23,2,14,166
27,38,2,13,189
36,46,2,21,149
29,29,2,9,142
99,99,2,20,146
96,96,2,29,165
46,67,6,38,162
4,30,2,23,73
79,79,3,28,100
49,52,3,57,17
60,89,4,93,2
20,24,2,30,45
43,63,3,96,2
33,54,3,96,12
44,57,2,102,2
36,68,3,108,2
60,60,2,43,14
56,62,6,74,46
105,105,4,30,65
61,61,2,27,153
82,82,3,24,103
33,33,2,15,214
70,70,3,19,126
102,102,2,17,175
90,90,2,26,112
80,80,2,31,87
58,68,5,22,189
9,15,2,13,120
35,72,12,31,107
45,104,4,61,99
66,78,2,37,197
73,73,2,26,99
25,46,2,28,16
10,39,5,27,29
71,71,2,30,76
101,101,4,43,40
88,88,2,30,49
131,131,2,40,25
78,78,2,18,85
99,99,3,42,59
69,69,2,44,144
17,27,2,19,129
68,87,2,19,172
13,13,2,5,134
69,69,3,16,146
72,72,3,13,156
14,22,3,13,157
81,84,3,14,167
87,90,2,31,167
90,90,2,18,146
85,85,2,16,153
107,107,2,16,169
115,115,4,28,149
62,81,10,19,239
47,47,3,17,153
58,85,2,35,283
54,68,23,24,173
65,69,2,25,76
68,68,2,18,82
28,43,2,35,26
7,22,2,23,100
76,76,4,20,63
82,82,2,30,110
62,81,12,26,182
16,36,4,22,44
69,76,3,18,195
45,47,2,12,192
94,94,10,23,113
68,68,9,13,159
76,86,6,12,183
78,84,5,12,192
90,90,5,11,197
82,82,3,14,162
27,54,5,23,223
90,95,2,30,168
70,80,2,33,141
13,28,2,15,123
21,21,2,18,157
16,16,2,14,165
11,11,2,10,136
74,87,2,47,56
38,53,5,38,40
72,75,3,35,54
19,29,5,29,46
74,78,2,34,40
67,82,12,24,174
84,86,2,44,29
31,43,2,33,162
94,96,2,23,137
82,86,2,29,156
92,92,2,28,113
75,75,2,21,119
75,77,6,59,38
10,18,2,27,43
5,20,2,46,60
28,36,3,33,81
33,46,2,27,125
23,24,2,26,63
69,71,8,36,115
19,21,2,37,33
25,31,2,30,11
23,23,2,28,41
90,90,8,71,25
30,30,2,16,70
75,75,5,36,51
74,74,5,31,67
23,26,2,33,17
23,23,2,19,65
24,34,2,41,3
32,48,2,37,2
21,32,2,34,3
77,77,2,16,121
18,22,2,27,45
62,88,8,33,153
5,22,2,37,82
76,76,4,17,61
26,49,5,27,185
33,46,6,25,203
12,14,2,13,156
27,38,6,23,221
106,106,2,45,43
93,93,2,42,23
13,19,2,36,36
9,11,2,30,43
74,78,9,43,97
10,10,2,19,93
9,10,2,35,36
87,102,6,54,86
13,13,2,27,70
80,80,6,39,67
56,124,6,76,2
14,22,3,34,20
9,22,2,36,19
13,20,2,33,24
28,28,2,10,107
13,29,2,43,25
5,15,2,8,100
64,85,2,37,242
42,68,2,27,282
72,78,2,42,117
16,27,4,14,176
68,68,4,13,159
13,31,3,14,187
21,39,4,18,208
106,106,2,34,86
109,109,2,34,62
118,118,2,42,44
9,13,2,13,114
155,155,4,63,10
80,80,5,26,41
76,76,2,31,83
80,89,2,27,129
105,105,2,55,9
85,118,5,51,85
112,125,4,54,39
125,125,3,50,43
22,22,2,18,66
18,18,2,28,56
51,51,2,67,26
18,18,2,33,48
15,15,2,26,61
58,58,2,29,31
59,59,2,27,44
3,73,2,10,98
34,41,2,43,81
14,14,2,14,104
12,12,2,14,101
14,14,2,13,105
137,137,2,60,4
20,42,2,30,20
79,79,8,47,73
14,25,2,24,45
17,23,2,28,31
67,79,2,81,31
13,13,2,16,60
18,31,2,52,8
16,22,2,44,26
27,35,2,44,6
22,34,2,54,2
25,38,2,51,2
18,34,2,44,2
16,29,2,34,17
14,23,2,26,69
16,36,2,31,73
127,127,2,29,47
75,75,5,19,53
69,69,3,18,73
25,29,5,26,64
90,90,2,13,189
30,30,2,17,189
92,104,2,18,170
79,82,8,52,150
91,100,8,75,120
36,38,2,25,132
13,13,2,23,80
97,97,5,51,81
81,93,5,57,106
27,48,4,32,88
24,41,3,35,76
36,47,3,39,73
113,113,2,54,48
95,95,2,70,27
33,40,3,51,45
97,97,2,64,31
34,38,4,33,71
82,82,6,38,68
21,30,2,37,17
87,104,7,92,11
63,129,6,77,2
83,106,6,77,49
139,141,6,73,70
77,98,7,79,39
84,105,7,96,27
90,105,6,91,32
92,94,4,80,32
92,92,4,91,34
92,109,4,82,42
93,93,3,84,38
8,8,2,34,62
47,119,6,88,2
97,97,2,79,29
36,44,4,33,75
14,14,2,41,44
124,124,2,58,19
120,120,2,64,4
120,120,2,83,2
124,124,2,75,2
120,120,2,70,2
130,130,2,49,19
109,109,2,60,2
41,41,2,70,44
73,73,2,81,24
59,59,2,54,76
74,74,2,76,28
63,63,2,56,74
69,69,2,85,24
76,76,2,49,3
77,77,2,88,13
54,54,2,47,88
85,85,2,51,7
64,64,2,91,8
38,38,2,51,71
58,58,2,86,15
51,51,2,50,74
43,43,2,69,25
19,19,2,56,33
39,39,2,64,27
131,131,2,41,49
12,12,2,47,41
27,27,2,48,48
35,71,4,91,2
6,19,2,28,37
11,11,2,32,38
16,36,4,28,23
25,39,2,32,125
29,57,3,30,157
27,51,6,26,170
76,82,2,44,90
74,82,2,42,83
30,55,5,26,202
75,81,2,44,70
33,33,2,11,131
94,99,2,20,133
84,84,7,35,35
11,11,2,16,103
72,75,2,40,173
26,29,2,39,70
41,48,2,46,96
12,13,2,17,94
49,51,2,55,71
46,47,2,48,59
51,59,2,73,5
24,41,4,60,50
50,50,2,78,2
59,59,2,57,20
64,92,4,101,2
28,29,2,40,64
109,109,7,37,64
86,86,2,28,101
42,66,4,38,115
47,49,14,43,134
49,49,2,21,187
41,41,2,14,199
80,80,3,15,189
11,32,2,17,81
16,28,2,9,141
157,157,4,48,85
39,64,17,26,142
23,38,2,34,95
98,98,3,38,48
97,97,4,62,27
67,67,2,49,123
67,67,2,51,103
65,74,2,56,82
20,24,2,13,87
14,21,2,26,63
32,32,2,8,88
21,30,2,12,66
33,38,6,54,69
13,13,2,17,89
62,78,3,85,10
86,86,3,46,116
47,49,3,23,93
130,130,9,54,90
56,56,4,12,142
53,70,2,26,279
28,28,2,10,202
20,20,2,7,181
26,26,2,15,159
118,118,2,20,255
59,72,2,33,169
17,17,2,12,145
22,22,2,9,123
86,90,2,48,99
66,109,4,53,145
87,87,11,36,167
83,83,16,36,135
9,38,2,22,66
76,76,13,30,129
62,62,13,23,106
73,73,11,31,106
11,17,2,64,12
59,78,8,65,41
3,14,2,16,59
3,6,2,18,69
13,13,2,15,71
20,34,4,23,106
22,54,5,19,159
24,37,4,30,114
14,14,2,5,109
25,34,3,13,167
31,39,3,14,174
23,23,2,4,146
30,30,4,18,171
46,52,3,26,270
34,57,5,30,180
95,95,2,41,99
35,48,5,32,132
117,117,4,40,79
65,65,3,46,67
20,20,2,14,85
45,71,5,39,107
53,63,6,40,71
50,66,5,39,61
55,63,6,36,63
58,61,5,32,63
70,70,5,37,45
71,77,6,44,40
20,40,6,29,105
52,52,10,41,74
95,95,3,44,66
62,76,2,27,133
22,50,2,27,148
47,52,2,21,137
69,69,2,29,77
26,53,3,40,27
11,11,2,15,76
73,73,6,31,162
77,84,7,30,165
110,119,5,72,40
18,25,2,22,68
15,15,2,22,83
83,144,6,88,5
86,114,7,104,11
23,31,2,50,8
83,114,6,100,17
24,24,2,23,61
8,10,2,43,54
33,44,2,40,2
61,107,6,74,2
7,18,2,31,31
20,20,2,9,108
37,37,2,21,87
10,19,2,28,80
24,24,2,25,60
80,103,6,70,81
68,78,8,40,99
72,72,5,53,51
83,83,11,44,137
27,31,2,19,191
30,41,2,23,167
28,40,2,23,161
88,102,7,68,125
87,108,8,79,114
104,137,8,100,75
11,11,2,22,80
76,87,8,83,36
108,108,6,51,82
122,153,7,86,79
25,42,3,29,108
76,76,11,43,115
5,6,2,12,81
78,78,6,31,161
7,7,2,11,87
51,69,10,26,191
44,57,2,44,117
49,56,7,44,137
86,86,2,43,3
7,46,2,12,68
89,150,9,94,3
3,9,2,16,62
88,88,10,78,26
3,6,2,14,79
3,12,2,12,78
56,56,9,61,61
4,26,8,18,63
3,6,2,11,72
24,37,10,41,30
11,23,3,40,46
13,30,3,45,39
16,35,3,55,29
9,36,3,53,25
10,34,3,61,15
10,29,2,62,12
11,26,2,57,14
5,22,2,57,14
8,22,2,44,12
11,26,2,63,6
9,21,2,36,23
12,25,2,37,23
6,34,2,33,29
5,20,2,24,42
9,27,2,22,50
6,16,2,13,68
6,14,2,8,83
6,6,2,6,91
13,13,2,5,101
5,6,2,6,114
5,12,2,8,113
12,12,2,11,111
9,24,4,14,74
12,40,4,48,14
6,16,2,31,55
21,43,2,58,75
11,17,2,23,95
25,56,2,77,49
24,57,3,82,27
30,68,3,97,3
36,81,5,82,2
13,19,2,44,12
15,30,2,52,6
31,79,4,91,2
14,32,2,48,9
14,42,2,52,11
19,45,2,53,82
4,25,5,22,56
7,7,2,13,74
11,24,2,8,115
8,11,2,13,88
33,40,4,14,182
4,9,2,8,100
23,28,2,6,146
63,92,4,92,4
104,104,7,28,81
14,31,2,58,52
16,55,2,73,29
24,49,3,105,2
22,36,2,84,4
70,70,10,33,117
14,17,2,55,18
12,28,2,49,20
13,38,2,59,6
13,31,2,58,7
13,38,2,60,2
11,24,2,57,2
10,21,2,59,2
11,22,2,54,6
29,55,2,84,47
17,35,5,39,32
13,26,9,21,54
11,11,2,10,113
14,14,2,12,96
6,6,2,8,97
5,6,2,6,106
16,25,2,15,128
82,82,3,27,128
13,16,2,9,120
50,67,2,28,177
84,109,2,72,3
74,74,6,23,49
41,41,5,23,55
48,55,3,55,24
9,20,2,23,99
19,57,2,51,69
28,76,3,82,2
32,90,3,93,2
37,95,5,98,2
20,65,2,75,30
20,28,2,58,10
11,19,2,40,28
10,28,2,42,22
12,36,2,42,26
13,21,2,27,50
15,54,3,30,60
17,42,6,33,80
26,26,5,34,98
9,14,5,15,78
17,20,2,8,126
10,15,2,9,131
9,34,3,18,117
14,29,2,12,134
12,45,2,54,87
26,57,2,54,107
53,53,3,28,37
31,50,3,71,67
30,59,4,83,53
27,56,3,67,68
32,83,6,75,62
