"TEMP","PRES","DEWP","RAIN","WSPM","CO"
10.5,1019.6,-7.7,0,1.6,1300
10.2,1018.9,-5,0,0.6,1500
7.4,1018.6,-4.4,0,0.9,1600
5.4,1018.6,-3.2,0,0.5,1700
4.6,1018.6,-2.1,0,0.6,2200
3.8,1018.3,-1.2,0,0.5,2900
3.1,1018.3,-1.1,0,1.4,2900
2.5,1018.7,-0.6,0,0.7,3700
2.1,1018.7,-0.7,0,0.9,4300
2.7,1018.2,0.8,0,0.9,4700
3.5,1017.8,1.4,0,1.1,4000
1.7,1017.6,0.2,0,0.5,3300
1.8,1017,0.6,0,0.3,2700
1.7,1016.6,0.5,0,0.7,2500
2.1,1016.2,0.6,0,0.7,2100
2,1016.1,-0.3,0,0.8,1900
1,1016.2,-0.6,0,0.4,2000
3.2,1016.8,0.1,0,0.7,2700
5.3,1017.1,0.1,0,0.9,1800
7.1,1017,0.7,0,1.4,1600
8.3,1016.7,0.3,0,2.6,1600
9.6,1015.9,-0.1,0,2.4,1400
10.8,1015.5,-1.6,0,1.4,1300
11.7,1015.3,-3.7,0,1.5,1200
7.6,1016,-1.4,0,0,1400
5.8,1016.7,-0.3,0,0.6,1500
5,1017.6,0.2,0,0.7,2100
4.2,1018.2,0.7,0,0.6,2800
3.7,1018.9,1.7,0,0.2,3500
3.1,1019.3,1,0,0.9,3500
2.6,1019.5,1,0,0.9,4200
2.4,1020,0.9,0,0.9,4200
2.6,1020.4,0.8,0,0.5,4400
3,1020.8,1.2,0,0.1,4000
3.5,1021.2,1.4,0,0.5,4000
5.8,1021,1.3,0,1.7,3500
6.4,1020.8,0.5,0,1.2,2000
6.2,1020.8,-0.5,0,1.1,1900
6,1021.2,-1,0,1.6,1700
5.8,1021.6,-1.6,0,0.9,1700
6.3,1021.7,-1.6,0,1.1,1600
6.7,1021.5,-1.7,0,0.5,1800
6.7,1021.1,-2.5,0,1.3,2100
6.7,1020.4,-2,0,2,2100
6.7,1019.4,-1,0,1.3,1800
6.7,1018.4,-1,0,1.6,1400
6.7,1017.8,-0.5,0,1,2000
6.7,1017.6,-0.8,0,1.1,2300
6.6,1017.4,-0.4,0,1.1,2600
6.7,1017.4,1.4,0,1.3,2800
6.7,1017.1,0.1,0,1.2,2900
6.7,1016.7,-0.1,0,0.8,2900
6.5,1016.8,0,0,0.7,3200
6.5,1016.7,0.6,0,1,3300
6.5,1015.9,0.2,0,1.1,3700
6.5,1015.5,0.2,0,0.9,5000
6.3,1015.2,0.2,0,1.1,5000
6.2,1014.7,0.5,0,1.3,4700
6.3,1014.2,1.8,0,0.8,4700
6.1,1013.1,2,0,1.1,4200
6.1,1012.9,2.4,0,0.8,3900
6.2,1012.2,2.6,0,1.1,4000
6.4,1012.1,2.5,0,0.6,4100
6.6,1012.1,2.9,0,1.5,4400
6.8,1012,2.9,0,1,4600
7.3,1011.5,2.8,0,1.3,4200
7.9,1010.7,3.4,0,1.1,3800
7.8,1010,3.1,0,1.4,3900
7.6,1009.3,2.9,0,1.4,4100
7.3,1008.7,3.9,0,1.5,4200
6.7,1008.6,5.2,0,1.2,3900
6.4,1008.6,5.3,0,1.1,4100
6.3,1008.6,5.4,0,0.3,4100
6.5,1009,5.8,0,0.9,3800
6.6,1009.1,5.9,0,0.7,4100
6.8,1009,6.1,0,0.7,4400
6.9,1009.1,6.2,0,0.6,3900
6.9,1009.3,6.3,0,1.2,3700
7,1009.5,6.4,0,0.9,3400
7,1009.8,6.1,0,0.8,3300
7.5,1010.1,5.3,0,1.1,3400
7,1009.5,5.8,0,1,3500
6.1,1009.4,5.1,0,0.4,3800
5.6,1009.5,4.7,0,0.3,3500
6.3,1010.3,4.6,0,1.2,3000
7.5,1010.9,3.7,0,1.7,2900
9.2,1012.2,0.9,0,2.3,2100
9.8,1013.2,-1.9,0,1.3,1200
11.1,1014,-2.4,0,1.2,900
11.9,1014.4,-3.5,0,3.3,700
12.7,1014.8,-2.8,0,1.9,700
13.1,1014.2,-2,0,2,800
14.4,1013.8,-3,0,1.3,700
15.3,1013.1,-4.6,0,1.3,600
14.9,1013.2,-5.5,0,1.7,400
13.8,1014.2,-3.5,0,2,500
12.8,1015.1,-2.7,0,1.7,1600
12.1,1016.1,4.1,0,2,2600
10.3,1017,3.8,0,1.3,2900
8.6,1018.2,6,0,3.1,2700
8.5,1019.1,5.9,0,2.7,2300
8.4,1020.2,6,0,2.1,2100
8.1,1020.7,5.4,0,2.9,1900
7.4,1021.2,4.5,0,2.4,1600
6.4,1021.3,3.4,0,1.8,1400
6.1,1021.3,2.9,0,2.8,1000
6.1,1020.6,2.7,0,2.8,800
5.8,1020.4,2.6,0,2.3,800
5.7,1020.8,2.5,0,2.4,700
4.1,1020.9,1.3,0,2.4,800
3.7,1021.9,1.1,0,1.9,1100
3.8,1022.5,0,0,2.2,1000
3.8,1022.6,-0.2,0,1.9,1100
3.7,1022.1,-0.5,0,3,1300
3.6,1021.7,-0.4,0,2.5,1400
3.4,1021.1,-0.6,0,1.9,1600
3.4,1020.1,-0.6,0,2.1,1600
3,1019.5,0.1,0,2.6,2000
3.6,1019.6,-0.8,0,2.4,1900
3.4,1019.9,0.4,0,2.6,1800
2.7,1020,1.1,0,1.6,1500
2.4,1020.4,1.1,0,2.5,800
2.2,1021.5,1,0,2.8,700
1.8,1022.4,0.8,0.1,2.6,700
1.6,1022.5,0.6,0.6,2.7,500
1.3,1022.3,0.3,0.5,3.2,400
1,1022.5,-0.2,0.3,2.6,400
0.5,1022.3,-1.1,0.3,2.6,400
0.2,1021.9,-1.6,0.4,3.1,400
0,1022.1,-2.4,0.2,3.5,300
-0.5,1021.5,-2.7,0.2,3.8,300
-0.7,1021.9,-2.4,0.2,3.4,300
-1.1,1022.8,-2.5,0.7,3.7,300
-1.1,1024,-3.3,0.3,3.8,400
-1.6,1025.1,-4.3,0.4,4,400
-2.1,1026.2,-4.9,0.3,3.4,400
-2.1,1027.5,-5.6,0.3,2.9,400
-2,1027.8,-5.5,0,3.1,500
-1.9,1027.8,-5.7,0,3.2,500
-0.1,1026.9,-9,0,2.5,500
0.2,1026.9,-10.9,0,4.1,500
0,1027.1,-13.7,0,4.3,400
-0.2,1028.2,-14.2,0,5.4,400
-0.7,1028.6,-15,0,4.3,400
-1.5,1029.9,-16.9,0,4.1,400
-2.2,1031.3,-16.7,0,4.7,400
-2.5,1032.1,-16.6,0,3.3,500
-2.7,1032.7,-16.1,0,4.3,500
-2.9,1033.4,-16.3,0,3.6,400
-3.4,1033.8,-17.4,0,4.7,400
-3.9,1034.4,-17.8,0,4.9,400
-4.4,1035,-18.7,0,5.2,400
-5,1034.6,-18.5,0,3.6,400
-5.1,1035.2,-18.9,0,5.1,400
-5.2,1035.3,-19.4,0,3.7,300
-5.6,1035.5,-19.4,0,3.6,300
-5.7,1035.6,-20.2,0,4.5,300
-6.1,1035.8,-20.5,0,3.3,300
-6.2,1036.2,-20.2,0,4.7,400
-5.9,1036.5,-20,0,5.3,400
-5.2,1037,-20.1,0,4.7,400
-4.1,1037.2,-20,0,5.3,400
-2.9,1036.6,-18.5,0,3,400
-2.6,1035.4,-18.6,0,4.3,400
-1.7,1034.4,-18.3,0,3.8,300
-0.9,1033.1,-17.6,0,4.7,300
-0.6,1032.5,-18.2,0,4,200
-0.3,1032.8,-18,0,3.4,200
-1.1,1033.4,-17.3,0,3,300
-1.5,1034.1,-17.7,0,2.5,400
-1.5,1034.7,-17.7,0,2.3,400
-1.5,1035,-17.7,0,2.9,500
-1.7,1035,-17.4,0,2.6,500
-2.2,1035.2,-17.5,0,2.2,500
-2.5,1034.9,-17.4,0,2.5,500
-2.9,1034.6,-17.3,0,2.5,400
-3,1033.9,-17.4,0,3.3,500
-3.3,1033.7,-17,0,2.9,500
-3.4,1033,-17.4,0,3.1,400
-3.5,1032.4,-17.9,0,3,400
-3.8,1032.6,-17.4,0,1.6,400
-4.2,1032.7,-18.1,0,1.9,500
-5.1,1033.1,-16.6,0,0.8,500
-5.2,1033.7,-14.3,0,1.1,700
-2.2,1033.7,-17.5,0,1.2,800
-0.5,1033.2,-14.8,0,1.4,1000
0.6,1032.3,-15.4,0,3,900
1.4,1031,-16.5,0,2.3,600
2.7,1029.5,-14,0,1.5,600
3.3,1028.5,-17,0,2.1,500
2.9,1027.9,-18.5,0,4,300
2.5,1028,-17.7,0,3.6,300
2.2,1028.7,-17.4,0,2.9,400
1.9,1029.1,-16.6,0,2.6,400
1.6,1029.5,-17.4,0,3.5,300
0.9,1029.9,-17.4,0,2.6,400
0.3,1030.2,-17,0,1.3,500
-1.9,1030.1,-15,0,0.5,500
-2,1029.8,-14.8,0,0.6,500
-1.9,1029.3,-15.4,0,1.1,600
-1.8,1029,-16,0,1.7,700
-2.6,1028.5,-15.6,0,1.1,800
-1.6,1027.6,-16.2,0,2,800
-2.7,1027.1,-15.7,0,1.3,700
-4.1,1027.2,-13.8,0,0.5,700
-5.6,1027.5,-12.6,0,1.1,800
-4.6,1027.9,-10.4,0,1.4,1300
-1.3,1027.7,-11.7,0,1.2,1600
0.1,1027.3,-11.3,0,1.3,2000
2.2,1026.6,-10.7,0,0.9,1500
3.5,1025,-11.7,0,1.7,1400
4.3,1023.8,-12.6,0,2.3,1500
4.8,1022.8,-11.8,0,1.8,1400
4.6,1021.9,-11.5,0,2.3,1600
4,1021.6,-12.5,0,2.1,1400
3.2,1021.5,-10.8,0,1.3,1300
2.3,1022,-11.6,0,2,1400
0,1022.1,-10.5,0,0.7,1800
-1.6,1022.6,-9.2,0,0.6,2000
-1.9,1022.8,-9.1,0,0.2,2100
-1.3,1022.7,-8.7,0,0.7,2300
-1.2,1022.4,-8,0,0.8,3200
-1.2,1022.3,-8.2,0,1.2,4600
-2.1,1022.4,-8.6,0,1.2,5100
-3.4,1022.2,-8.1,0,0.8,5500
-3.2,1022.1,-8.5,0,1.2,5000
-4.2,1021.7,-8.7,0,0.8,3400
-3.7,1021.8,-8.2,0,0.9,2900
-4.3,1021.9,-8.2,0,0.1,2400
-4.3,1022,-8.2,0,0.9,2400
-3.4,1022.4,-8.1,0,0.8,2200
-0.8,1022.5,-8,0,1.2,2100
0.9,1022.6,-8.1,0,1,2100
2,1022.5,-8.7,0,1.1,2000
3.4,1021.6,-8.3,0,0.9,2000
4.3,1020.5,-9.8,0,0.9,2000
5.6,1019.8,-8.7,0,1,2000
5.4,1019.5,-9.2,0,1.2,2100
5,1019.4,-7.2,0,1.3,2400
3.8,1019.5,-6.2,0,1.5,2700
4,1020.1,-5,0,2.5,2800
2.4,1020,-4.1,0,0.7,2900
1.6,1020.1,-3.5,0,1,2600
3,1020.5,-2.7,0,1.1,2600
1.7,1020.1,-2.6,0,0.6,2700
1,1019.6,-2.8,0,0.8,2900
0.5,1019,-2.7,0,0.8,3100
-0.1,1019.1,-2.8,0,0,3400
-0.7,1019.1,-3.4,0,1,3500
-0.6,1018.3,-4.1,0,1.3,5100
-0.5,1017.3,-4,0,1.1,5900
-1.3,1017,-3.8,0,0.8,6000
-1.8,1016.9,-4,0,1.1,5900
-2.1,1017,-4.1,0,0.4,5800
-2.4,1017.7,-4,0,0.9,6100
-0.1,1017.7,-2.2,0,0.5,5400
2,1017.8,-2.2,0,1.3,5300
5.4,1017,-3.9,0,1.7,5100
8.4,1015.9,-10.5,0,1.3,2100
8.8,1015,-6.2,0,1.2,2400
8.1,1014.5,-4.4,0,2,2900
8.1,1014.4,-5,0,1.4,2400
6.4,1014.6,-5.9,0,0.7,1700
3.7,1014.8,-5.3,0,0.6,1900
2.1,1015.4,-4,0,1,2500
1.3,1015.5,-3.4,0,1.1,3000
1.5,1015.7,-3,0,0.3,3000
2.3,1015.4,-3.4,0,1.4,3100
0.8,1016,-3.1,0,1.1,3000
0.2,1016.3,-3.2,0,0.9,3700
0.1,1016.3,-3.1,0,1.1,3900
-0.3,1016.7,-2.7,0,0.8,4500
-0.9,1017.4,-3.1,0,1,5100
0,1018.1,-4.8,0,1.4,5000
-0.7,1018.6,-4.4,0,1,5200
-1,1019.2,-4.4,0,0.6,4400
-2,1020.1,-4.7,0,0.3,3800
-0.5,1021.2,-6.9,0,1.3,2300
3.8,1022.9,-11.8,0,1.8,1000
4.8,1024.2,-13.6,0,2.6,700
5.7,1025.1,-13.9,0,2.5,600
5.9,1025.5,-15.4,0,4,400
6.7,1025,-14.7,0,2.8,400
6.7,1025,-15.4,0,3.6,400
7.4,1024.7,-14.8,0,2,400
7.3,1025.1,-14.9,0,3.1,400
7.2,1025.5,-16.3,0,2.8,300
6.1,1025.7,-16.5,0,2.4,400
5.4,1026.6,-15.8,0,1.8,500
3.8,1027.5,-15.5,0,1.7,600
2,1027.8,-14.2,0,1,700
0.3,1028.3,-13.1,0,0.6,800
-1.2,1028.7,-11.9,0,0.8,1000
0,1029.1,-12.7,0,1.6,900
-1.5,1029.4,-11.1,0,0.3,800
-2.5,1029.3,-9.6,0,0.1,900
-2.8,1029.2,-10.4,0,0,1200
-2.9,1029.2,-8.4,0,0.4,1200
-3.6,1028.8,-8.5,0,0.4,1400
-3.8,1028.4,-8.7,0,1.2,1700
-4.1,1028.3,-9.7,0,0.8,2500
-4.4,1028.5,-9.2,0,1.3,2900
-3.7,1028.8,-7.8,0,1,3700
0.5,1029,-7.5,0,1.2,2900
2.1,1029.2,-8.3,0,1.3,2600
4.2,1028.8,-9.9,0,1.3,1800
5.8,1028,-10.9,0,1.1,1700
6.9,1026.9,-9.9,0,1,1700
8,1026.2,-8.6,0,1.1,1900
8.1,1025.8,-9.8,0,1.8,1900
7.2,1025.8,-7.6,0,1.1,2000
3.7,1026.2,-7.4,0,0.6,2100
1.8,1027.3,-8.1,0,0.8,2100
1.7,1028,-7.4,0,1.8,2500
0.5,1028.6,-7,0,0.5,3300
-0.1,1028.8,-7.8,0,0,3200
-0.7,1029.4,-6.7,0,1.2,2700
-1.1,1029.7,-6.7,0,0.5,2600
-1.5,1030,-6.6,0,0.9,3000
-2.2,1029.9,-7.1,0,0.6,3100
-2.2,1030.1,-6.9,0,1.4,2800
-2.3,1030.4,-7.6,0,1,2500
-1.3,1030,-7.7,0,0.7,2200
-2.6,1030.2,-7,0,0.9,2300
-2.5,1030.2,-7,0,0.3,1800
-3.1,1030.6,-6.7,0,0.7,1900
-2,1031.5,-6,0,1.1,2100
0.7,1032.3,-6,0,1.2,2500
1.8,1032.1,-5.6,0,1.7,2700
3.3,1031.9,-4.9,0,1.2,3700
4,1031.3,-3.8,0,1.3,3500
4.2,1030.5,-3.1,0,1.1,3000
4.6,1029.5,-2.7,0,1.2,2400
4.4,1029.3,-2.9,0,1.2,2000
4.3,1028.8,-2.8,0,1.6,2300
3.9,1028.3,-2.7,0,0.9,2400
3.8,1028.1,-2.6,0,1.1,2400
3.1,1027.8,-2.6,0,0.6,2400
3.6,1027.5,-3,0,1.1,2200
3.6,1027,-2.4,0,1.1,2800
3.4,1026.5,-1.6,0,1.7,2400
3.1,1025.7,-1.7,0,1.2,1900
2,1024.8,-2,0,1,2000
1.8,1023.9,-1.6,0,1.3,2300
2.1,1023.1,-1.3,0,1,2400
1.8,1022.1,-1.6,0,0.8,2500
-0.2,1021.4,-2.3,0,0.4,2700
-0.6,1020.9,-2.2,0,0.5,2800
-0.7,1020.4,-2.1,0,0.8,2900
-1.6,1020.6,-2.7,0,0.2,3300
-1.1,1020.9,-2.1,0,1.1,3800
1.3,1020.8,-0.8,0,0.8,4000
4.2,1020.1,-0.6,0,1.3,4500
6.8,1019.7,-0.7,0,0.8,4800
7.7,1018.5,-1.3,0,1.9,4700
8.6,1017.5,-2.1,0,1.9,3400
9.2,1017.2,-3.1,0,2.6,2300
10.1,1016.9,-3.3,0,1.9,1600
10.2,1017.2,-6.6,0,2.8,900
10.7,1017.7,-10.8,0,6.2,800
9.9,1019.3,-10.9,0,4.2,400
9.1,1020.7,-10.5,0,4.4,300
8.2,1021.8,-9.7,0,2.6,300
7.7,1022.5,-9.7,0,3.8,300
7.1,1023.6,-9.3,0,3.6,300
6.1,1023.8,-8.6,0,1.5,400
3.5,1024.1,-8.5,0,1,500
5.4,1024.3,-9.6,0,1.6,500
4.3,1024.6,-9.5,0,0.8,600
0.8,1024.9,-8.7,0,0.7,600
0.1,1025.1,-8.6,0,0.2,400
0.1,1025.6,-8.4,0,1,400
4,1026.2,-10.5,0,1.4,400
5,1027.4,-11.6,0,2.2,400
5.2,1028.5,-11.9,0,2.6,500
5.9,1029.4,-12.2,0,1.9,500
7,1029.9,-12.8,0,2.4,400
8,1030.2,-13,0,2.7,300
9,1029.9,-12.8,0,2.2,300
9.4,1029.1,-13.8,0,2.5,300
10,1028.6,-13.3,0,1.5,300
10.3,1028.5,-13.7,0,2,300
10,1028.6,-13.3,0,1.3,300
6.6,1028.6,-12.1,0,0.7,400
4.2,1028.6,-9.9,0,0.3,800
2.9,1028.6,-9.1,0,0.5,1200
2.7,1028.7,-9.6,0,0.2,1600
1.7,1028.7,-7.9,0,0.4,1700
1.8,1028.7,-6.3,0,1.3,1800
4.5,1028.6,-6.7,0,1.7,1700
5.3,1028.5,-6.9,0,2.4,1900
0.6,1028.6,-8.6,0,1.1,2000
-0.4,1028.5,-8.4,0,1,2100
-2.3,1028.2,-7.4,0,1.2,4000
-2.9,1027.6,-7.4,0,0.9,3200
-2.2,1027.4,-7.9,0,0.3,2400
-2.2,1026.8,-7.5,0,0.6,2500
-1.6,1027.1,-7.5,0,0.9,2100
-1.7,1027.2,-7.2,0,0.9,1600
2.1,1027.5,-7,0,0.7,1500
4.1,1027.5,-9,0,1.4,1200
5.6,1026.8,-9.1,0,2,1200
7.8,1025.5,-7.9,0,0.7,1200
9.8,1024.3,-8.8,0,1,1100
7.5,1022,-6.6,0,1.2,1900
4.8,1022.3,-6.2,0,0.9,2100
3.5,1022.6,-5.4,0,0.6,2200
2.4,1022.8,-4.6,0,1.1,2500
2,1022.6,-4.3,0,0.6,2500
0.7,1022.2,-4.3,0,0.8,2700
0.5,1021.9,-4.7,0,1,3300
-0.3,1021.1,-5.1,0,1.1,5000
-1,1020.9,-5.2,0,0.4,5500
-1.8,1020.7,-5.5,0,0.6,5900
-1.9,1020.3,-5.2,0,0.6,5400
-0.8,1019.9,-5.6,0,0.5,4800
-0.3,1019.4,-5.7,0,0.9,2800
-1.1,1019.3,-5.7,0,0.9,2200
-1.9,1019.5,-5.6,0,0.9,2100
-0.8,1019.2,-5,0,0.8,2300
0.3,1019.4,-4.5,0,0.2,2600
2.1,1019.4,-4.4,0,1.4,2500
4.1,1018.4,-4.1,0,1.4,2600
5.7,1017.2,-3.7,0,1.1,2600
7.1,1015.8,-3.2,0,1,2700
7.4,1014.7,-2.6,0,1.5,2900
7.8,1014.6,-2.5,0,0.7,3200
7.1,1014.1,-2.1,0,1.7,3600
4.9,1014.1,-1.8,0,1.5,4000
3.4,1014.5,-1.6,0,0.9,4300
2.7,1014.6,-1.3,0,1,5100
2,1014,-1.1,0,1.1,6200
2,1013.9,-0.8,0,0.5,7000
2.2,1013.8,-0.1,0,1,7000
1.3,1013.8,-0.6,0,0.3,6700
1,1013.5,-0.2,0,1.6,6700
-0.4,1013.2,-1.4,0,0.5,7000
-0.7,1013,-1.7,0,0.4,7200
-0.6,1012.9,-1.4,0,0.1,6900
-0.9,1012.5,-1.7,0,0,6700
-0.7,1012.1,-1.4,0,0.6,5600
-0.8,1012.2,-1.6,0,0.4,4800
-2.1,1012,-2.9,0,0.9,4000
-1.3,1012.7,-2.1,0,0.1,4100
1.6,1012.9,0,0,0.8,3900
4.2,1012.8,-2,0,0.8,3400
5.2,1012.8,-1.9,0,0.6,3200
5.9,1012,-2,0,0,2500
7.1,1011.2,-3.5,0,1.5,2400
9,1010.7,-3.9,0,1.4,2000
10.1,1011,-5.1,0,1.3,1800
8.5,1011.6,-5,0,1.5,1700
5,1012,-4.1,0,0.7,1900
5.5,1013.4,-2.8,0,1.3,2100
5.7,1014.2,-1,0,1.3,3100
3.8,1015.1,-1,0,1,3400
2.9,1015.5,-1.1,0,0.4,3400
1.2,1015.7,-1.4,0,0.2,3300
0.6,1016.3,-1.2,0,0.1,3500
1.7,1016.5,-1.6,0,1,3400
3.5,1016.8,-3.3,0,1.2,1300
2.3,1017.1,-3.8,0,0.9,1200
0.5,1017.7,-4,0,0.7,1300
0.3,1018,-3.4,0,0.6,1600
1.3,1018.7,-3.8,0,0.9,2100
1.3,1019.6,-4,0,0.8,2000
2.5,1021.1,-3.4,0,1.1,2200
4.7,1022.8,-5.7,0,3.4,1600
4.2,1024.6,-9.2,0,4.5,700
4.2,1025.9,-11.5,0,5.4,500
4.2,1026.4,-12.7,0,3.9,400
4.9,1026.2,-14.5,0,4,300
5.9,1025.8,-16.7,0,3.7,300
5.7,1025.9,-18.2,0,5.6,300
5.3,1026.5,-19.3,0,5.3,300
4.8,1026.9,-21.4,0,4.9,300
4.2,1026.8,-21,0,4.1,300
3.3,1027,-20.2,0,1.7,400
1.4,1027.3,-18.1,0,1.3,500
-1.2,1027.1,-14.4,0,1.6,900
0.3,1027.4,-14.9,0,0.7,800
-0.2,1027.2,-14.9,0,0.6,1000
-2.7,1026.7,-13.6,0,0.3,1200
-2.8,1026.5,-12.3,0,0.8,1200
-2.4,1026,-12.5,0,0.9,1300
-1.7,1025.7,-15.2,0,0.6,1000
-2.7,1024.9,-14.2,0,0.6,1000
-3.7,1023.5,-13.7,0,0.7,800
-4.4,1022.3,-13,0,0,900
-3.1,1021.6,-12.6,0,2.4,1400
-3.9,1021.1,-12.1,0,0.8,3100
-3.6,1020.4,-11.6,0,1,3800
-2.8,1020.3,-11.5,0,0.8,4200
-1.1,1019.9,-12.1,0,2.1,4300
1.7,1018.6,-11.5,0,1.1,3700
3.8,1017,-13.5,0,0.9,3000
4.9,1015.2,-13,0,1.6,2700
5.7,1014.8,-12.4,0,1.3,3100
6.1,1014.1,-11.1,0,1.4,2900
5.8,1014,-11.3,0,0.9,2000
3.3,1014.2,-11.1,0,0.2,1600
1.3,1014.9,-10.5,0,0.3,1500
1.8,1015.9,-9.8,0,2,1900
0,1016.5,-8.5,0,0.2,3400
-0.9,1016.7,-8.8,0,0.7,2900
-0.7,1017,-8.6,0,0.3,2800
-1,1017.5,-8.7,0,0.4,3300
-1.7,1017.1,-8.7,0,0.7,4400
-2.2,1017.7,-8.7,0,1.3,4200
-1.4,1018.4,-8.4,0,0.9,5100
-1.8,1018.6,-9.4,0,0.8,4500
-3.1,1018.9,-8.8,0,1,3700
-2.8,1019.8,-8.9,0,0.6,2700
-2.8,1020.5,-8.5,0,1.2,2000
-2.8,1021.6,-7.9,0,0.5,2700
1.9,1022.6,-7.2,0,1.1,3300
3.9,1022.9,-4.8,0,1.6,3200
5.8,1022.5,-4.4,0,1.7,3100
6.7,1021.3,-4.7,0,1.6,2800
7.6,1020.4,-5.2,0,1.6,2300
8.4,1019.7,-5.5,0,2.2,1700
6.5,1019.1,-4.3,0,2.3,2700
5.6,1018.3,-4.8,0,1.6,2600
6,1018.3,-5.1,0,2,2700
6.4,1018.1,-4.4,0,2.7,2800
6.2,1017.4,-3.2,0,3.1,2500
5.9,1016.7,-2.5,0,2.7,2100
5.2,1016.1,-1.9,0,1.5,2400
5.1,1014.9,-2,0,1.8,2700
4.6,1014.2,-2.5,0,1.5,2700
4.1,1013.9,-2.1,0,1.4,2800
2.9,1013.4,-2.4,0,1.3,2800
1.5,1012.1,-2.3,0,1,4200
1.4,1011.6,-1.7,0,1.5,4400
0.7,1011,-1.4,0,0.9,4200
0,1011.2,-1.4,0,0.7,4100
-0.6,1011.7,-2,0,0.5,4500
1.4,1011.8,-0.7,0,0.4,4200
6.4,1012.3,-5.6,0,2.8,2700
8.6,1012.1,-14.4,0,6,700
8.1,1012.3,-14.9,0,5.5,300
7.9,1012.4,-13.7,0,6.5,300
7.9,1012.7,-14.4,0,4.9,300
7.8,1013.3,-13.8,0,5.3,200
7.5,1014.3,-14.7,0,3.3,300
6.6,1015.1,-15.4,0,3.7,300
6.1,1015.9,-14.6,0,2.8,300
5,1017.2,-14.5,0,2.5,400
4.6,1018.6,-14.3,0,3.2,500
3.6,1019.6,-14.2,0,2,400
2.6,1020.7,-14.1,0,2.2,400
1.7,1021.4,-13.7,0,1.7,300
1.7,1022.1,-13.7,0,1.7,300
0.7,1022,-13,0,1.4,300
-0.5,1022.5,-13.1,0,1.5,400
0,1023.1,-13,0,1.5,500
0.1,1023.4,-12.9,0,1.6,400
1,1023.7,-13.1,0,2.9,400
0.8,1024.1,-13,0,1.4,500
1.1,1024.1,-13.1,0,2.3,500
0,1024.7,-12.7,0,2,500
1.5,1025.5,-12.7,0,2.2,700
2.3,1025.8,-12.4,0,2.9,500
3.2,1025.4,-13.2,0,2.2,500
3.9,1024.8,-13,0,1.7,400
4.7,1024,-14.2,0,1.9,400
4.1,1023.6,-14.7,0,1.3,300
4.1,1023.8,-14.7,0,1.1,400
4.3,1023.9,-14.5,0,0.8,600
2.7,1024.3,-12,0,2,800
2,1024.8,-11.9,0,1.7,900
1.5,1025.2,-11,0,1.4,1100
1,1025.5,-10.5,0,1.2,1200
-0.5,1025.6,-9.7,0,0.8,1100
-1.3,1025.8,-9.7,0,0.7,1100
-3.6,1026.1,-8.7,0,1.2,1300
-3.7,1026,-8.6,0,0.8,2100
-4.3,1026,-9.3,0,1.2,3600
-4.3,1025.9,-10.3,0,1.1,3200
-5,1025.8,-10.6,0,0.6,1900
-5,1025.5,-11,0,1.1,1200
-3.7,1025.9,-11.7,0,1.3,800
-3.5,1026.3,-12,0,1.2,900
-1.2,1026.7,-11.4,0,1.4,1000
0.7,1027.1,-13,0,1.5,1000
2.6,1026.4,-13.3,0,1.2,900
3.3,1025.6,-13.1,0,1.9,900
4.7,1025,-12.7,0,1.1,900
6.2,1024,-13.4,0,0.9,1000
5.9,1023.4,-13.7,0,1.5,800
5.3,1023.3,-13.7,0,1.7,900
2.9,1024.1,-11.8,0,0.8,1000
0.3,1024,-11.1,0,0,1200
-0.5,1024.5,-10.2,0,0.2,1400
-1.1,1024.8,-8.8,0,0,1100
-2.4,1024.6,-9.1,0,0.6,1400
-2.5,1024.6,-8.6,0,0.1,1300
-3,1025.2,-7,0,0.6,1400
-3.2,1025.3,-8.1,0,1.3,2200
-3.5,1025,-9.1,0,1.1,4200
-4.5,1024.7,-8.4,0,0.8,5800
-4.3,1024.5,-8.6,0,0.8,6400
-4.3,1024.1,-9.5,0,1.2,6500
-4.8,1023.8,-9.3,0,1.3,7100
-5.4,1023.2,-9.1,0,1.1,6500
-4.7,1023.1,-9.3,0,1.3,6400
-4.3,1022.9,-9.3,0,1.4,6000
-3,1023.4,-8.5,0,0.9,5700
-0.8,1023.1,-7.8,0,0,4500
0.4,1022.4,-6.9,0,1,4600
1.8,1021.2,-6.5,0,1.3,4400
2.9,1019.9,-5.3,0,2.2,3500
3.1,1018.5,-4.8,0,2.4,3300
3.5,1017.9,-4.7,0,2.1,2900
3.9,1017.1,-4.6,0,1.9,1700
3.4,1017.3,-4.8,0,1.4,1800
2.5,1017.6,-4.7,0,1.2,2300
1,1018.1,-4.8,0,0.9,3400
0.2,1018.6,-4.6,0,0.8,3500
0.3,1018.4,-4.2,0,0.3,3800
1.3,1018.7,-3.4,0,1,3900
1.6,1019.1,-3.9,0,0.9,4200
1.6,1018.8,-4.3,0,0.3,4500
1.3,1018.2,-4,0,0.6,4200
1.7,1018.2,-4.6,0,1.2,3800
1.7,1018.5,-4.8,0,0.3,3000
1.8,1017.9,-4.9,0,1.3,2800
1.4,1017.7,-4.7,0,0.9,2700
0,1018.1,-4.4,0,0,2800
0.6,1018.5,-3.9,0,0,2700
1.5,1019,-4.2,0,1.2,2700
2.2,1019.6,-3.5,0,0.2,3000
