"PM2.5","PM10","SO2","NO2","O3"
47,47,2,42,106
50,53,2,51,77
61,61,2,48,63
61,61,2,46,66
79,79,2,37,68
79,79,2,28,81
70,70,2,23,83
68,68,2,21,98
43,43,2,29,87
35,35,2,39,78
28,28,2,45,78
32,32,2,44,82
46,46,2,31,96
58,58,2,39,90
63,63,2,44,78
80,80,2,39,79
77,77,2,45,71
93,93,2,42,82
98,98,2,33,91
113,113,2,39,85
112,112,2,43,85
122,122,2,55,71
127,127,2,47,61
126,126,2,62,28
117,117,2,63,19
94,94,2,40,43
95,95,2,49,24
89,89,2,42,25
92,92,2,26,43
95,95,2,25,36
102,102,2,40,26
100,100,2,47,15
108,108,2,46,15
108,108,2,50,14
120,120,2,44,37
119,119,2,33,70
113,113,2,26,108
121,121,2,34,121
125,125,2,33,154
125,125,2,31,190
108,108,2,22,199
102,102,2,21,190
112,112,2,34,180
114,114,2,36,163
120,120,2,34,117
125,125,2,48,90
135,135,2,56,72
147,147,2,74,50
130,130,2,56,55
110,110,2,58,44
91,91,2,69,25
78,78,2,92,5
42,42,2,54,40
48,48,2,38,45
53,53,2,45,30
54,54,2,42,38
52,52,2,59,14
55,55,2,65,14
70,70,2,52,43
78,78,2,29,101
69,69,2,37,115
63,63,2,34,143
49,49,2,24,173
44,44,2,21,205
35,35,2,19,212
29,29,2,22,83
9,9,2,23,73
13,13,2,30,60
6,6,2,42,50
10,10,2,38,50
6,14,2,30,52
12,19,2,33,48
13,20,2,37,40
12,14,2,27,50
18,21,2,19,62
9,28,2,12,81
8,34,2,11,96
3,14,2,7,111
9,11,2,6,129
13,13,2,5,135
10,13,2,7,138
10,10,2,6,140
8,8,2,8,140
13,70,2,24,165
26,59,2,28,169
34,55,2,29,174
28,44,2,41,147
23,41,2,40,128
25,43,2,50,95
24,43,2,54,73
28,59,2,67,45
33,67,2,73,27
39,64,2,66,23
46,61,2,63,19
45,54,2,66,11
53,81,2,75,5
104,118,2,73,15
116,118,3,65,41
112,112,4,44,78
88,88,4,32,119
74,74,4,29,159
83,83,4,43,189
60,60,3,34,206
39,39,2,13,198
20,20,2,10,182
15,15,2,10,177
23,35,3,14,183
26,31,4,16,185
26,26,3,22,172
21,40,2,38,159
38,75,3,41,161
41,57,3,42,147
46,55,4,46,130
51,76,5,44,126
65,101,12,42,94
63,85,10,42,74
73,83,9,48,67
79,79,8,49,58
70,74,7,49,56
70,76,8,55,49
80,104,11,77,30
104,111,18,67,48
93,110,24,58,76
86,86,27,37,121
81,82,28,31,161
80,86,21,25,193
80,80,16,18,211
71,71,11,15,227
68,70,7,21,218
71,71,7,23,232
81,93,7,33,255
86,86,7,36,221
93,93,7,35,206
85,95,8,32,197
101,116,8,38,166
130,130,10,35,158
153,153,11,36,137
174,174,9,34,119
175,175,6,47,89
170,170,4,54,63
236,236,4,44,74
273,273,4,32,85
257,257,3,32,66
230,230,3,32,57
198,198,3,30,59
179,179,5,35,55
152,152,10,41,65
133,133,15,43,94
118,118,14,37,132
113,113,12,25,174
104,104,12,20,200
114,114,11,19,222
124,124,9,21,231
113,113,10,18,244
104,104,7,17,238
96,96,6,23,225
104,119,7,27,225
106,106,10,34,191
65,65,8,37,118
53,53,7,45,78
55,77,7,47,68
76,93,6,41,68
113,113,8,31,70
128,128,6,29,65
119,119,5,24,72
118,118,3,25,57
127,127,2,28,53
122,122,2,38,34
142,142,4,52,16
140,140,7,46,37
100,100,8,31,84
71,71,6,28,110
65,65,5,29,129
71,78,6,31,150
82,87,5,26,202
79,79,5,20,226
73,73,4,18,228
75,80,4,21,245
74,81,4,23,253
74,80,4,25,246
82,87,5,29,246
91,92,5,36,239
93,106,6,37,229
107,108,8,35,216
111,111,10,40,200
101,101,10,40,164
74,74,10,39,121
54,54,8,40,91
33,37,7,33,88
45,53,6,43,69
48,53,6,42,66
46,63,5,42,65
58,91,6,60,38
67,120,9,109,9
74,128,11,104,34
84,132,10,92,75
91,106,8,68,139
85,85,6,25,221
80,80,4,18,238
74,74,4,18,238
64,64,3,15,218
48,56,3,16,212
46,58,3,16,219
41,56,3,22,219
46,64,3,25,224
53,68,3,31,217
63,108,4,40,199
78,118,6,42,181
84,148,7,49,146
87,87,8,34,156
79,93,11,25,145
93,99,16,28,123
94,96,14,31,111
106,106,14,35,79
128,130,10,54,54
145,158,5,68,21
117,117,7,34,50
108,108,11,39,55
115,115,15,39,78
118,118,17,40,106
123,123,19,34,159
133,133,17,27,218
128,128,12,19,253
125,125,8,15,251
121,121,7,16,254
120,127,5,17,262
126,126,5,18,267
124,124,5,22,257
133,165,6,26,257
114,114,10,31,233
93,93,11,35,188
85,98,13,41,147
79,101,11,44,119
71,91,9,52,85
63,102,9,56,54
58,77,7,64,23
59,59,5,35,40
63,63,5,32,35
63,63,4,25,40
59,59,5,29,38
67,67,6,39,26
76,76,8,38,33
82,82,11,41,36
84,84,14,44,50
103,105,15,47,64
108,115,15,45,90
120,129,15,42,136
135,135,11,31,198
132,132,10,26,224
115,115,7,19,225
112,112,6,18,228
100,100,5,21,215
95,114,4,27,210
106,157,3,31,213
107,113,3,33,172
50,50,5,34,118
40,40,5,38,78
39,41,4,44,53
41,53,4,54,29
56,59,6,54,22
67,67,5,50,20
70,70,4,38,34
59,59,3,54,13
64,64,2,44,9
72,72,3,36,17
79,79,4,34,24
83,83,5,41,33
98,98,7,38,59
97,97,8,29,128
105,105,8,36,168
124,124,7,32,201
116,116,5,22,234
80,80,2,13,210
76,76,2,14,213
69,69,2,16,211
75,75,2,15,202
71,71,2,23,182
77,77,2,26,174
79,97,2,34,155
101,123,2,39,139
91,108,2,37,111
73,73,2,29,96
75,75,2,26,86
84,84,2,28,74
101,101,2,36,59
113,113,2,32,58
127,127,2,35,48
124,124,2,37,43
135,135,2,40,42
134,134,3,44,52
139,139,4,47,76
141,141,4,46,115
127,127,5,41,161
75,75,5,21,189
59,59,4,14,185
46,46,3,11,176
33,33,4,10,169
47,47,3,12,195
50,50,4,15,202
54,54,4,15,202
48,48,4,19,182
45,56,4,25,163
37,66,3,37,130
53,82,2,36,117
48,53,2,32,106
39,51,2,24,105
46,53,4,23,95
69,69,7,26,83
69,73,4,30,76
80,80,4,31,66
84,84,6,29,66
87,87,8,33,59
98,98,10,47,49
104,117,10,59,43
111,114,13,58,60
116,116,13,38,102
102,102,10,18,135
89,89,10,16,151
97,97,10,14,177
78,78,9,13,175
99,99,8,14,205
92,92,6,14,200
70,73,4,15,191
88,96,5,18,201
93,98,5,25,193
79,79,5,27,165
69,95,3,34,142
71,73,2,39,124
65,65,3,39,104
51,69,3,35,95
52,52,6,27,94
57,57,10,21,95
54,61,9,22,88
58,63,9,23,84
65,65,9,26,73
64,72,9,33,64
65,78,9,48,52
73,98,9,72,24
62,92,4,44,45
33,33,2,23,63
22,22,2,23,58
24,24,2,26,59
10,10,2,26,64
11,11,2,27,74
15,15,2,23,83
12,12,2,22,95
8,8,2,16,111
13,13,2,15,129
3,19,2,22,109
13,13,2,26,88
12,12,2,32,72
16,24,2,45,49
15,22,2,54,37
9,9,2,38,45
15,17,2,63,16
13,14,2,74,5
21,24,2,70,5
25,25,2,65,7
24,31,2,56,7
32,37,2,62,4
20,29,3,54,16
21,27,3,48,30
29,41,5,41,51
21,21,3,26,85
17,17,2,13,118
14,14,2,10,143
17,17,2,10,166
13,13,2,10,175
24,24,2,11,185
22,22,2,13,186
18,24,2,17,184
19,32,2,25,178
19,36,2,25,173
27,68,2,39,182
24,34,2,44,144
24,48,2,50,120
31,58,3,53,114
41,71,8,52,110
36,36,7,37,113
26,26,5,36,86
30,30,3,46,65
26,29,3,46,59
27,32,6,47,58
34,110,6,84,21
44,104,6,98,8
56,110,7,101,10
48,81,10,95,32
40,40,10,73,71
26,40,8,51,98
22,22,7,34,121
24,37,5,31,139
26,44,6,29,162
26,33,4,31,144
20,48,3,32,126
27,46,3,32,150
39,61,4,35,173
38,38,3,35,134
38,82,2,34,132
65,107,2,35,104
69,69,2,43,67
57,57,2,46,62
51,51,2,36,66
61,61,2,32,54
67,67,2,34,36
59,59,2,24,57
33,33,2,22,52
31,31,2,18,67
25,25,2,22,73
20,20,2,36,63
24,24,2,46,54
35,35,2,37,56
36,36,2,34,66
32,32,2,34,70
35,35,2,35,83
43,43,2,35,78
34,34,2,33,85
40,40,2,30,87
32,32,2,29,86
34,37,2,51,63
32,32,2,41,65
31,31,2,49,64
36,36,2,59,51
37,37,2,45,61
33,33,2,31,69
34,34,2,39,57
33,33,2,31,62
33,33,2,30,61
33,33,2,36,54
30,30,2,35,47
24,24,2,29,54
29,29,2,30,55
30,51,2,42,47
32,33,2,38,43
29,29,2,28,48
27,33,2,38,46
30,40,2,45,42
35,47,2,43,54
37,44,2,34,68
45,45,2,32,81
47,54,2,39,79
58,58,3,39,98
54,54,3,41,100
49,49,4,48,96
50,50,5,51,88
51,52,5,55,88
50,53,5,58,83
51,57,5,69,50
48,55,5,63,49
52,52,5,66,47
45,49,5,93,28
53,72,4,102,10
50,78,3,106,2
56,93,2,96,2
57,57,2,91,2
52,62,2,79,3
55,73,2,71,8
55,78,2,65,7
65,103,2,63,14
88,113,5,55,41
94,105,4,45,146
111,111,4,35,193
124,124,2,38,219
130,130,2,30,254
119,119,2,32,275
110,110,2,32,271
83,83,2,29,229
83,88,2,31,210
91,93,2,32,205
102,103,2,42,173
106,114,2,46,149
101,101,2,54,124
132,151,2,102,61
142,142,2,101,55
120,120,2,70,75
98,98,6,40,94
90,90,8,37,85
97,97,8,40,74
101,106,6,79,35
104,123,6,114,4
101,101,12,100,16
87,108,12,84,38
93,93,12,48,122
95,98,8,39,141
101,101,7,32,159
92,103,2,23,140
92,92,2,49,129
99,99,2,51,112
102,102,2,69,106
113,113,2,70,100
129,129,2,83,82
95,95,2,75,86
71,71,4,68,76
58,58,4,68,57
56,58,3,74,36
70,71,4,113,2
81,81,3,89,7
102,102,4,49,38
121,121,3,50,30
153,153,3,50,34
161,161,2,54,21
163,163,2,59,10
162,162,2,54,17
133,133,2,81,9
100,100,2,50,49
100,100,2,44,60
109,109,2,54,46
103,103,2,68,32
97,97,2,72,31
103,103,2,64,42
94,94,2,72,36
113,113,2,57,44
108,108,2,52,42
97,97,2,64,23
90,90,2,73,18
97,97,2,46,46
102,102,2,37,52
100,100,2,25,50
95,95,2,34,32
88,88,2,26,50
77,77,2,22,57
77,77,2,28,54
64,64,2,25,65
58,58,2,38,54
56,56,2,31,45
49,49,2,32,48
35,35,2,27,55
26,26,2,22,54
28,28,2,19,57
11,11,2,19,60
10,10,2,17,61
7,7,2,16,59
10,10,2,21,58
3,5,2,24,56
5,5,2,32,51
3,5,2,31,53
3,5,2,28,51
4,5,2,28,47
6,6,2,32,41
6,6,2,33,40
7,7,2,35,36
10,10,2,28,37
5,5,2,20,41
7,7,2,18,44
6,6,2,16,46
6,6,2,16,46
3,6,2,17,44
8,8,2,18,44
8,8,2,31,33
12,12,2,41,27
9,10,2,42,28
15,15,2,42,32
21,21,2,41,43
31,31,2,45,46
36,36,2,40,42
39,43,2,40,47
45,45,2,34,68
41,41,2,34,65
47,47,2,40,57
49,49,2,45,54
48,48,2,45,50
45,45,2,53,36
56,56,2,59,27
62,62,2,52,25
71,71,2,56,18
69,69,2,52,18
70,70,2,62,10
76,76,2,69,9
68,68,2,65,8
66,66,2,64,2
66,66,2,62,3
64,64,2,63,8
77,77,2,67,18
101,101,2,59,47
94,94,2,38,100
83,83,2,33,138
79,79,2,29,153
91,91,2,35,175
99,99,2,37,184
74,74,2,30,171
67,67,2,27,174
68,68,2,31,179
62,62,2,33,159
53,53,2,32,134
55,55,2,45,107
66,66,2,44,107
96,96,2,53,91
110,110,2,59,75
119,119,2,51,75
117,117,2,49,67
122,122,2,62,52
110,110,2,109,12
106,106,2,95,7
108,108,2,98,3
105,105,2,97,2
110,110,2,103,3
130,130,2,120,11
150,150,2,126,27
139,139,2,63,122
142,142,2,42,180
157,157,2,29,193
174,174,2,25,209
179,179,2,24,204
172,172,2,23,179
146,146,2,24,190
162,162,2,29,207
181,181,2,37,209
185,185,2,46,171
123,123,2,35,131
13,13,2,15,125
21,21,2,31,80
32,32,2,50,53
42,42,2,54,50
45,45,2,48,42
44,44,2,45,37
42,42,2,97,4
50,50,2,66,24
53,53,2,74,14
43,43,2,80,11
50,50,2,89,9
47,52,2,79,21
72,75,2,63,53
73,76,2,53,91
82,98,2,26,162
95,95,2,24,210
110,110,2,27,247
127,127,2,27,280
128,128,2,26,267
136,136,2,25,218
128,128,2,18,173
89,89,2,27,147
46,48,2,43,102
49,58,2,55,67
63,63,2,64,54
61,61,2,65,45
56,56,2,62,46
52,52,2,69,40
47,47,2,62,42
48,48,2,64,25
52,52,2,44,31
56,56,2,42,24
53,53,2,49,20
45,45,2,45,26
41,41,2,49,28
35,35,2,53,26
38,38,2,40,51
39,39,2,47,61
44,44,2,37,77
30,30,2,21,126
53,53,2,27,163
50,50,2,23,187
24,24,2,18,139
26,26,2,28,117
20,20,2,36,107
38,62,2,38,96
45,55,2,36,93
35,35,2,31,78
12,12,2,22,56
8,8,2,19,56
7,7,2,20,61
7,7,2,26,53
7,7,2,32,46
7,7,2,27,53
3,9,2,22,58
4,11,2,25,50
10,13,2,31,47
11,13,2,28,57
16,24,2,27,69
16,33,2,31,80
16,34,2,28,105
18,25,2,27,119
14,14,2,19,135
19,22,2,15,152
17,19,2,16,165
21,25,2,17,179
19,21,2,15,157
14,17,2,16,152
33,99,2,38,196
37,61,2,39,171
38,63,2,35,148
36,47,2,39,115
35,48,2,40,103
48,63,2,40,94
59,71,2,40,82
57,69,2,41,69
67,67,2,45,56
54,66,2,88,3
59,86,2,87,2
59,67,2,80,2
59,59,2,71,12
49,60,2,58,28
47,63,2,50,64
57,76,2,38,117
48,69,2,31,164
49,64,2,27,211
53,65,2,32,262
90,116,3,42,331
70,79,2,24,258
57,81,2,19,218
94,122,2,25,220
124,134,2,28,230
69,84,3,23,177
27,27,2,22,127
21,21,2,30,102
8,19,2,41,79
31,31,2,47,62
23,23,2,48,56
27,27,2,47,46
20,20,2,49,38
24,24,2,54,27
24,24,2,62,18
21,24,2,54,27
23,23,2,42,38
25,27,2,44,50
26,33,2,44,54
27,39,2,38,80
42,57,2,47,92
46,63,2,43,128
71,86,3,35,190
73,85,3,24,233
48,63,2,32,56
47,49,3,23,93
61,65,4,20,119
56,56,4,12,142
65,68,3,14,176
80,80,3,15,189
67,67,3,15,192
69,76,3,18,195
96,96,3,28,175
96,96,2,29,165
73,78,2,26,144
125,125,2,30,127
135,135,2,33,117
145,145,2,35,97
161,161,2,41,77
172,172,3,55,40
141,141,2,88,2
70,70,2,62,5
61,61,2,48,13
67,67,2,63,3
43,43,2,29,39
55,66,2,36,41
74,75,2,37,69
40,40,2,21,91
22,22,2,9,123
23,28,2,6,146
23,23,2,4,146
15,15,2,5,152
21,21,2,6,166
20,20,2,7,181
27,38,2,13,189
34,50,2,20,172
36,46,2,21,149
39,53,2,28,133
34,46,2,26,125
38,56,2,33,114
47,55,2,35,110
66,76,2,36,100
73,75,2,33,99
79,79,3,28,100
89,89,3,29,87
101,101,2,33,68
116,116,2,41,49
68,68,2,61,6
84,109,2,72,3
138,138,3,67,24
117,117,4,40,79
82,82,3,27,128
73,73,2,19,186
28,28,2,10,202
35,35,2,9,202
30,30,2,9,213
34,70,2,16,263
52,78,2,21,259
53,53,2,23,231
37,37,2,24,178
47,76,2,30,169
59,72,2,33,169
56,71,2,32,162
65,92,2,42,120
86,90,2,48,99
95,95,2,41,99
84,84,2,28,110
86,86,2,28,101
101,101,2,45,53
105,105,4,30,65
104,104,7,28,81
109,109,7,37,64
110,110,9,46,65
118,118,10,59,64
130,130,9,54,90
133,140,7,46,135
127,127,6,39,201
128,128,7,31,263
134,134,4,24,284
128,128,3,21,268
118,118,2,20,255
98,98,2,20,239
96,96,2,22,217
98,98,3,27,201
105,105,3,27,185
118,118,2,24,156
80,80,3,33,103
65,65,3,46,67
63,63,3,53,43
56,56,4,55,32
48,55,3,55,24
49,52,3,57,17
59,59,3,21,49
63,63,2,45,18
73,82,2,49,2
86,86,2,43,3
80,80,5,27,30
74,74,6,23,49
62,62,6,17,81
43,49,5,15,83
49,49,4,12,115
42,42,4,12,130
40,40,3,11,148
37,37,2,10,161
45,47,2,12,192
52,52,2,15,189
63,76,2,19,180
68,87,2,19,172
89,89,2,21,156
99,99,2,20,146
91,91,3,24,114
94,94,3,34,84
91,91,4,53,46
97,97,4,62,27
102,102,3,52,23
105,105,2,55,9
125,125,3,50,43
127,127,2,29,47
131,131,2,40,25
137,137,2,60,4
155,155,4,63,10
162,162,5,57,37
157,157,4,48,85
115,115,4,28,149
102,102,2,17,175
107,107,2,16,169
90,90,2,13,189
105,105,2,16,166
112,112,2,17,168
97,97,2,15,183
92,104,2,18,170
91,91,2,21,150
96,97,2,21,136
100,100,2,22,127
106,106,2,22,120
77,77,2,16,121
28,28,2,10,107
23,23,2,19,65
24,24,2,23,61
28,28,2,22,57
30,30,2,16,70
24,24,2,10,93
20,20,2,9,108
20,24,2,13,87
32,32,2,8,88
21,30,2,12,66
18,21,2,18,56
16,16,2,24,58
20,20,2,14,85
19,19,2,9,109
29,29,2,9,142
14,14,2,5,134
13,13,2,5,134
10,29,2,8,139
16,28,2,9,141
17,27,2,19,129
26,39,2,25,113
32,40,2,36,87
26,29,2,39,70
28,29,2,40,64
34,59,2,59,36
53,73,2,35,53
50,50,4,28,51
59,59,2,27,44
58,58,2,29,31
55,55,2,34,24
60,60,2,43,14
61,61,2,42,17
53,53,3,28,37
41,41,5,23,55
18,18,3,15,105
16,25,2,15,128
17,17,2,12,145
19,22,2,12,161
23,23,2,14,166
26,26,2,15,159
17,34,2,16,164
24,30,2,20,157
22,30,2,21,152
34,56,5,34,173
46,67,6,38,162
49,56,7,44,137
43,43,9,51,112
44,56,8,62,81
33,38,6,54,69
24,41,4,60,50
33,54,3,96,12
36,68,3,108,2
44,57,2,102,2
43,63,3,96,2
48,89,4,87,8
56,62,6,74,46
66,66,12,68,70
47,49,14,43,134
51,68,16,38,160
52,65,19,25,201
47,66,13,18,217
62,81,10,19,239
66,89,7,20,216
58,68,5,22,189
47,47,3,17,153
47,52,2,21,137
62,76,2,27,133
80,89,2,27,129
82,82,2,30,110
73,73,2,26,99
76,76,2,31,83
71,71,2,30,76
74,74,2,22,83
78,78,2,18,85
88,88,2,30,49
106,106,2,38,40
103,103,2,38,37
98,98,3,38,48
99,99,3,42,59
95,95,3,44,66
82,82,3,24,103
70,70,3,19,126
69,69,3,16,146
72,72,3,13,156
68,68,4,13,159
81,84,3,14,167
82,82,3,14,162
85,85,2,16,153
90,90,2,18,146
94,96,2,23,137
94,99,2,20,133
90,90,2,26,112
80,80,2,31,87
71,71,2,29,81
69,69,2,29,77
65,69,2,25,76
68,68,2,18,82
69,69,3,18,73
76,76,4,20,63
76,76,4,17,61
75,75,5,19,53
80,80,5,26,41
84,84,7,35,35
101,101,9,30,56
88,101,10,29,77
94,94,10,23,113
68,68,9,13,159
76,86,6,12,183
78,84,5,12,192
90,90,5,11,197
87,90,2,31,167
90,95,2,30,168
82,86,2,29,156
70,80,2,33,141
72,78,2,42,117
76,82,2,44,90
74,82,2,42,83
75,81,2,44,70
74,87,2,47,56
72,79,13,40,56
72,75,3,35,54
74,78,2,34,40
84,86,2,44,29
93,93,2,42,23
118,118,2,42,44
106,106,2,45,43
109,109,2,34,62
106,106,2,34,86
92,92,2,28,113
75,75,2,21,119
37,37,2,21,87
13,13,2,27,70
15,15,2,22,83
11,11,2,22,80
13,13,2,23,80
18,25,2,22,68
23,24,2,26,63
24,24,2,25,60
18,22,2,27,45
23,23,2,28,41
24,24,2,39,23
23,31,2,50,8
25,31,2,46,10
21,30,2,37,17
23,26,2,33,17
24,34,2,41,3
33,44,2,40,2
32,48,2,37,2
21,32,2,34,3
25,31,2,30,11
25,48,2,30,15
25,46,2,28,16
20,42,2,30,20
28,43,2,35,26
26,53,3,40,27
38,53,5,38,40
29,38,7,23,66
24,36,6,24,75
25,29,5,26,64
19,29,5,29,46
13,19,2,36,36
13,29,2,43,25
19,21,2,37,33
9,11,2,30,43
9,10,2,35,36
11,11,2,32,38
10,18,2,27,43
6,19,2,28,37
7,18,2,31,31
13,20,2,33,24
9,22,2,36,19
14,22,3,34,20
18,33,3,34,13
16,36,4,28,23
10,39,5,27,29
16,36,4,22,44
11,32,2,17,81
13,28,2,15,123
14,22,3,13,157
16,27,4,14,176
13,31,3,14,187
21,39,4,18,208
27,54,5,23,223
30,55,5,26,202
26,49,5,27,185
29,57,3,30,157
45,104,4,61,99
50,93,5,53,118
51,69,10,26,191
62,81,12,26,182
62,88,8,33,153
85,118,5,51,85
112,125,4,54,39
101,101,4,43,40
22,22,2,18,66
13,13,2,16,60
20,24,2,30,45
18,18,2,33,48
15,15,2,26,61
11,11,2,20,83
13,13,2,17,89
10,10,2,15,91
12,13,2,17,94
14,14,2,14,104
14,14,2,13,105
12,12,2,14,101
11,11,2,16,103
10,10,2,19,93
10,19,2,28,80
16,36,2,31,73
14,23,2,26,69
14,21,2,26,63
18,18,2,28,56
16,22,2,44,26
18,31,2,52,8
22,34,2,54,2
25,38,2,51,2
27,35,2,44,6
18,34,2,44,2
16,29,2,34,17
17,23,2,28,31
14,25,2,24,45
12,31,2,27,50
23,38,2,34,95
25,39,2,32,125
31,43,2,33,162
32,36,2,27,184
30,30,2,17,189
27,31,2,19,191
30,41,2,23,167
28,40,2,23,161
36,38,2,25,132
33,46,2,27,125
25,42,3,29,108
28,36,3,33,81
24,41,3,35,76
27,48,4,32,88
36,47,3,39,73
36,44,4,33,75
34,38,4,33,71
33,40,3,51,45
35,71,4,91,2
47,119,6,88,2
56,124,6,76,2
61,107,6,74,2
63,129,6,77,2
74,141,6,82,2
83,144,6,88,5
77,98,7,79,39
76,87,8,83,36
84,105,7,96,27
90,105,6,91,32
92,109,4,82,42
92,94,4,80,32
92,92,4,91,34
93,93,3,84,38
97,97,2,79,29
97,97,2,64,31
95,95,2,70,27
113,113,2,54,48
131,131,2,41,49
124,124,2,58,19
120,120,2,83,2
124,124,2,75,2
130,130,2,49,19
120,120,2,64,4
120,120,2,70,2
109,109,2,60,2
85,85,2,51,7
76,76,2,49,3
73,73,2,81,24
77,77,2,88,13
74,74,2,76,28
69,69,2,85,24
63,63,2,56,74
54,54,2,47,88
59,59,2,54,76
51,51,2,50,74
38,38,2,51,71
41,41,2,70,44
58,58,2,86,15
64,64,2,91,8
43,43,2,69,25
39,39,2,64,27
27,27,2,48,48
19,19,2,56,33
12,12,2,47,41
14,14,2,41,44
8,8,2,34,62
8,10,2,43,54
5,20,2,46,60
5,22,2,37,82
7,22,2,23,100
9,13,2,13,114
9,15,2,13,120
33,33,2,11,131
11,11,2,10,136
12,14,2,13,156
16,16,2,14,165
9,15,2,16,165
21,21,2,18,157
22,50,2,27,148
37,66,2,39,145
44,57,2,44,117
41,46,2,40,113
41,48,2,46,96
49,51,2,55,71
34,41,2,43,81
42,46,2,40,75
46,47,2,48,59
51,51,2,67,26
59,59,2,57,20
50,50,2,78,2
51,59,2,73,5
63,92,4,92,4
74,91,4,81,40
86,86,4,66,78
86,86,3,46,116
61,61,2,27,153
49,49,2,21,187
41,41,2,14,199
33,33,2,15,214
38,39,2,20,255
42,68,2,27,282
58,85,2,35,283
64,85,2,37,242
66,78,2,37,197
72,75,2,40,173
69,69,2,44,144
67,67,2,49,123
67,67,2,51,103
65,74,2,56,82
65,75,2,70,54
67,79,2,81,31
71,73,2,95,6
64,92,4,101,2
60,89,4,93,2
55,86,4,82,2
62,78,3,85,10
65,77,3,60,61
55,81,2,41,111
50,67,2,28,177
54,70,2,26,240
53,70,2,26,279
63,88,3,31,322
86,107,3,36,390
64,64,3,29,333
45,60,3,26,293
46,52,3,26,270
50,68,4,29,238
47,63,4,34,201
56,77,4,40,190
66,109,4,53,145
87,87,11,36,167
83,83,16,36,135
84,84,14,36,123
76,76,13,30,129
70,70,10,33,117
73,73,11,31,106
62,62,13,23,106
59,78,8,65,41
89,150,9,94,3
88,88,10,78,26
56,56,9,61,61
26,26,5,34,98
24,37,4,30,114
22,54,5,19,159
33,40,4,14,182
25,34,3,13,167
25,35,3,13,170
31,39,3,14,174
30,30,4,18,171
31,49,4,21,184
34,57,5,30,180
35,54,4,30,149
35,48,5,32,132
40,54,4,35,122
42,66,4,38,115
45,71,5,39,107
53,76,5,42,81
53,63,6,40,71
50,66,5,39,61
55,63,6,36,63
58,61,5,32,63
70,70,5,37,45
71,77,6,44,40
75,82,8,58,35
52,52,10,41,74
28,28,12,31,84
35,72,12,31,107
39,64,17,26,142
54,68,23,24,173
54,87,20,23,169
67,82,12,24,174
77,84,7,30,165
73,73,6,31,162
78,78,6,31,161
81,93,5,57,106
80,103,6,70,81
87,102,6,54,86
83,106,6,77,49
83,114,6,100,17
86,114,7,104,11
87,104,7,92,11
90,90,8,71,25
82,82,6,38,68
80,80,6,39,67
74,74,5,31,67
75,75,5,36,51
74,74,5,51,36
75,77,6,59,38
79,79,8,47,73
74,78,9,43,97
69,71,8,36,115
68,78,8,40,99
76,76,11,43,115
83,83,11,44,137
72,82,9,39,149
79,82,8,52,150
88,102,7,68,125
91,100,8,75,120
87,108,8,79,114
104,137,8,100,75
122,153,7,86,79
139,141,6,73,70
108,108,6,51,82
97,97,5,51,81
110,119,5,72,40
72,72,5,53,51
11,11,2,15,76
5,6,2,12,81
7,7,2,11,87
5,15,2,8,100
3,16,2,15,91
4,30,2,23,73
9,38,2,22,66
7,46,2,12,68
3,14,2,16,59
3,9,2,16,62
3,6,2,11,72
3,12,2,12,78
3,6,2,14,79
7,7,2,13,74
13,13,2,15,71
3,6,2,18,69
6,16,2,31,55
11,23,3,40,46
13,30,3,45,39
16,35,3,55,29
9,36,3,53,25
10,34,3,61,15
10,29,2,62,12
11,26,2,57,14
5,22,2,57,14
11,26,2,63,6
8,22,2,44,12
9,21,2,36,23
12,25,2,37,23
6,34,2,33,29
5,20,2,24,42
9,27,2,22,50
6,16,2,13,68
6,14,2,8,83
6,6,2,6,91
13,13,2,5,101
5,6,2,6,114
5,12,2,8,113
11,11,2,10,113
12,12,2,11,111
11,17,2,23,95
19,45,2,53,82
21,43,2,58,75
29,55,2,84,47
25,56,2,77,49
24,57,3,82,27
30,68,3,97,3
31,79,4,91,2
36,81,5,82,2
15,30,2,52,6
13,19,2,44,12
14,32,2,48,9
12,40,4,48,14
24,37,10,41,30
13,26,9,21,54
4,26,8,18,63
9,14,5,15,78
14,14,2,12,96
14,14,2,5,109
12,12,2,6,100
4,9,2,8,100
3,73,2,10,98
5,18,2,21,88
14,31,2,58,52
16,55,2,73,29
24,49,3,105,2
22,36,2,84,4
11,17,2,64,12
14,17,2,55,18
12,28,2,49,20
13,38,2,59,6
13,31,2,58,7
13,38,2,60,2
11,24,2,57,2
10,21,2,59,2
11,22,2,54,6
14,42,2,52,11
17,35,5,39,32
4,25,5,22,56
9,24,4,14,74
8,11,2,13,88
6,6,2,8,97
5,6,2,6,106
6,7,2,7,123
13,13,2,7,127
13,16,2,9,120
11,12,2,15,111
9,20,2,23,99
12,45,2,54,87
26,57,2,54,107
22,51,2,66,81
20,61,2,62,66
19,57,2,51,69
20,65,2,75,30
32,90,3,93,2
37,95,5,98,2
28,76,3,82,2
20,28,2,58,10
11,19,2,40,28
10,28,2,42,22
12,36,2,42,26
13,21,2,27,50
15,54,3,30,60
17,42,6,33,80
20,34,4,23,106
11,24,2,8,115
17,20,2,8,126
10,15,2,9,131
14,29,2,12,134
9,34,3,18,117
19,29,2,21,126
17,37,2,33,116
20,42,3,51,92
31,50,3,71,67
30,59,4,83,53
27,56,3,67,68
32,83,6,75,62
